"Percentage"	"CladeReads"	"TaxonReads"	"TaxRank"	"TaxID"	"Name"	"Depth"	"TaxLineage"
96.6899	1163	374	"-"	1	"-_root"	0	"-_root"
95.8403	788	60	"-"	131567	"-_cellular organisms"	1	"-_root|-_cellular organisms"
94.0799	11	4	"D"	2759	"d_Eukaryota"	2	"-_root|-_cellular organisms|d_Eukaryota"
94.0573	1	0	"K"	33090	"k_Viridiplantae"	3	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae"
0.00226562	1	0	"P"	3041	"p_Chlorophyta"	4	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae|p_Chlorophyta"
0.00226562	1	0	"C"	1035538	"c_Mamiellophyceae"	5	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae|p_Chlorophyta|c_Mamiellophyceae"
0.00226562	1	0	"O"	13792	"o_Mamiellales"	6	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae|p_Chlorophyta|c_Mamiellophyceae|o_Mamiellales"
0.00226562	1	0	"F"	1525212	"f_Bathycoccaceae"	7	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae|p_Chlorophyta|c_Mamiellophyceae|o_Mamiellales|f_Bathycoccaceae"
0.00226562	1	0	"G"	41874	"g_Bathycoccus"	8	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae|p_Chlorophyta|c_Mamiellophyceae|o_Mamiellales|f_Bathycoccaceae|g_Bathycoccus"
0.00226562	1	1	"S"	41875	"s_Bathycoccus prasinos"	9	"-_root|-_cellular organisms|d_Eukaryota|k_Viridiplantae|p_Chlorophyta|c_Mamiellophyceae|o_Mamiellales|f_Bathycoccaceae|g_Bathycoccus|s_Bathycoccus prasinos"
0.0135937	6	0	"-"	33154	"-_Opisthokonta"	3	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta"
0.0135937	6	0	"K"	4751	"k_Fungi"	4	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi"
0.0135937	6	0	"-"	451864	"-_Dikarya"	5	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya"
0.0135937	6	0	"P"	4890	"p_Ascomycota"	6	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota"
0.0135937	6	0	"-"	716545	"-_saccharomyceta"	7	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta"
0.0113281	5	0	"-"	147538	"-_Pezizomycotina"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina"
0.0113281	5	0	"-"	716546	"-_leotiomyceta"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta"
0.00679686	3	0	"-"	715989	"-_sordariomyceta"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta"
0.00453124	2	0	"C"	147548	"c_Leotiomycetes"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes"
0.00453124	2	0	"O"	5178	"o_Helotiales"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales"
0.00453124	2	0	"F"	28983	"f_Sclerotiniaceae"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae"
0.00453124	2	0	"G"	33196	"g_Botrytis"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Botrytis"
0.00226562	1	1	"S"	40559	"s_Botrytis cinerea"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Botrytis|s_Botrytis cinerea"
0.00226562	1	1	"S"	182092	"s_Botrytis fabae"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Botrytis|s_Botrytis fabae"
0.00226562	1	0	"C"	147550	"c_Sordariomycetes"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes"
0.00226562	1	0	"-"	222543	"-_Hypocreomycetidae"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae"
0.00226562	1	0	"O"	5125	"o_Hypocreales"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales"
0.00226562	1	0	"F"	110618	"f_Nectriaceae"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae"
0.00226562	1	0	"G"	5506	"g_Fusarium"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium"
0.00226562	1	0	"-"	171627	"-_Fusarium fujikuroi species complex"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium fujikuroi species complex"
0.00226562	1	0	"S"	5127	"s_Fusarium fujikuroi"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium fujikuroi species complex|s_Fusarium fujikuroi"
0.00226562	1	1	"-"	1279085	"-_Fusarium fujikuroi IMI 58289"	18	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium fujikuroi species complex|s_Fusarium fujikuroi|-_Fusarium fujikuroi IMI 58289"
0.00453124	2	0	"-"	715962	"-_dothideomyceta"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta"
0.00453124	2	0	"C"	147541	"c_Dothideomycetes"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes"
0.00453124	2	0	"-"	451868	"-_Pleosporomycetidae"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae"
0.00453124	2	0	"O"	92860	"o_Pleosporales"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales"
0.00453124	2	0	"-"	715340	"-_Pleosporineae"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae"
0.00453124	2	0	"F"	683158	"f_Didymellaceae"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Didymellaceae"
0.00453124	2	0	"G"	5453	"g_Ascochyta"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Didymellaceae|g_Ascochyta"
0.00453124	2	2	"S"	5454	"s_Ascochyta rabiei"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Didymellaceae|g_Ascochyta|s_Ascochyta rabiei"
0.00226562	1	0	"-"	147537	"-_Saccharomycotina"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina"
0.00226562	1	0	"C"	4891	"c_Saccharomycetes"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes"
0.00226562	1	0	"O"	4892	"o_Saccharomycetales"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales"
0.00226562	1	0	"F"	4893	"f_Saccharomycetaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae"
0.00226562	1	0	"G"	278028	"g_Naumovozyma"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Naumovozyma"
0.00226562	1	0	"S"	27289	"s_Naumovozyma dairenensis"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Naumovozyma|s_Naumovozyma dairenensis"
